,,,,,,,,Supply and Disposition of Propane ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Production," 763,050.1 "," 670,657.1 "," 810,982.4 "," 712,380.0 "," 670,387.0 "," 725,059.1 "," 796,459.0 "," 831,043.6 "," 662,981.1 "," 793,421.3 "," 811,621.7 "," 869,393.0 "," 9,117,435.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Intra-Alberta Receipts," 13,030.2 "," 11,524.4 "," 12,096.8 "," 10,999.3 "," 6,737.7 "," 10,986.6 "," 12,949.4 "," 13,851.5 "," 16,834.8 "," 21,319.8 "," 29,424.7 "," 29,553.4 "," 189,308.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flare, -   , -   , (2.0), -   , -   , -   , -   , -   , -   , -   , -   , -   , (2.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fuel, (26.6), -   , (28.7), (19.2), (143.8), (1.7), (0.6), (51.6), -   , (36.7), -   , -   , (308.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imports," 77,692.0 "," 61,171.0 "," 51,022.1 "," 24,431.8 "," 20,294.9 "," 13,631.4 "," 21,817.2 "," 27,416.6 "," 40,838.0 "," 74,365.1 "," 48,311.4 "," 63,925.5 "," 524,917.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Closing Inventory," 323,520.2 "," 299,936.4 "," 358,154.1 "," 419,691.4 "," 502,464.1 "," 603,739.6 "," 774,569.2 "," 951,266.0 "," 978,153.7 "," 977,021.5 "," 909,458.2 "," 772,289.1 "," 772,289.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Adjustments," 6,435.8 "," 4,323.8 "," (1,935.5)"," 1,200.2 ", 518.1 ," 2,546.8 "," (1,594.7)", 718.9 ," 2,494.3 "," 2,462.2 "," 4,746.7 "," 4,927.1 "," 26,843.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL SUPPLY," 1,001,438.3 "," 771,260.1 "," 813,917.4 "," 687,454.8 "," 615,021.2 "," 650,946.7 "," 658,800.7 "," 696,282.2 "," 696,260.5 "," 892,663.9 "," 961,667.8 "," 1,104,968.1 "," 9,550,681.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alberta Injection (reported as C3-SP or Solvent) ," 25,740.8 "," 20,230.3 "," 25,713.7 "," 21,383.7 "," 14,186.9 "," 16,072.0 "," 18,301.1 "," 21,513.3 "," 23,771.5 "," 25,232.9 "," 41,884.2 "," 42,749.7 "," 296,780.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alberta Other Sales  ," 318,903.9 "," 261,570.0 "," 261,319.8 "," 226,866.7 "," 189,211.8 "," 191,939.3 "," 202,330.3 "," 235,266.2 "," 242,793.9 "," 286,071.7 "," 287,754.3 "," 345,251.9 "," 3,049,279.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Canada Removals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,British Columbia," 13,614.4 "," 15,521.9 "," 10,611.8 "," 6,991.4 "," 6,839.5 "," 4,520.5 "," 6,479.7 "," 7,521.8 "," 8,117.4 "," 2,809.0 "," 1,370.7 "," 3,552.5 "," 87,950.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Saskatchewan," 65,362.0 "," 53,771.0 "," 54,928.0 "," 52,231.8 "," 54,582.5 "," 60,871.0 "," 57,955.2 "," 49,347.7 "," 29,662.8 "," 85,941.3 "," 48,373.8 "," 60,450.4 "," 673,477.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Manitoba," 61,915.0 "," 47,266.0 "," 46,995.7 "," 24,489.2 "," 19,515.5 "," 15,831.1 "," 19,285.8 "," 27,593.6 "," 30,907.8 ", -   ," 39,154.1 "," 58,570.4 "," 391,524.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ontario," 3,087.8 "," 3,691.7 "," 5,219.2 "," 10,101.4 "," 27,575.8 "," 29,665.5 "," 21,263.2 "," 13,846.3 "," 5,838.8 "," 4,006.3 "," 6,849.1 "," 3,796.6 "," 134,941.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quebec," 9,207.5 "," 7,008.7 "," 4,205.0 "," 8,969.9 "," 6,286.1 "," 5,592.9 "," 7,643.4 "," 7,319.6 "," 8,615.0 "," 19,596.3 "," 14,426.2 "," 16,164.6 "," 115,035.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Maritimes," 2,617.6 ", 597.9 , 236.2 ," 1,147.5 "," 1,380.2 "," 3,660.2 "," 3,562.9 "," 1,598.4 "," 1,149.7 "," 2,195.0 "," 2,491.8 "," 3,083.0 "," 23,720.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NWT Yukon Nunavut, 696.9 , -   , 62.0 , 63.6 , -   , -   , -   , -   , -   , 249.7 , 124.9 , 62.8 ," 1,259.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Other Canada Removals," 156,501.2 "," 127,857.2 "," 122,257.9 "," 103,994.8 "," 116,179.6 "," 120,141.2 "," 116,190.2 "," 107,227.4 "," 84,291.5 "," 114,797.6 "," 112,790.6 "," 145,680.3 "," 1,427,909.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USA Removals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 1," 97,022.4 "," 49,621.1 "," 24,444.1 "," 21,934.5 "," 19,701.4 "," 24,769.2 "," 17,574.4 "," 18,064.5 "," 16,759.1 "," 30,534.2 "," 34,568.4 "," 59,284.2 "," 414,277.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 2," 291,213.4 "," 215,795.6 "," 188,938.5 "," 174,746.4 "," 123,999.1 "," 147,922.8 "," 168,432.6 "," 150,252.4 "," 170,461.6 "," 260,256.6 "," 289,888.1 "," 316,120.8 "," 2,498,027.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,       PADD 3," 21,208.4 "," 27,860.2 "," 62,599.1 "," 43,254.2 "," 46,321.1 "," 47,898.7 "," 60,334.4 "," 52,453.1 "," 54,406.4 "," 47,487.3 "," 53,806.9 "," 48,848.3 "," 566,478.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PADD 4," 27,402.7 "," 15,516.9 "," 17,116.6 "," 10,613.5 "," 6,216.3 "," 13,499.6 "," 12,064.4 "," 11,526.5 "," 14,691.0 "," 20,983.9 "," 18,746.1 "," 31,682.8 "," 200,060.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PADD 5," 63,445.5 "," 52,808.8 "," 111,527.7 "," 84,661.0 "," 99,205.0 "," 88,703.9 "," 63,573.3 "," 99,978.8 "," 89,085.5 "," 107,299.7 "," 122,229.2 "," 115,350.1 "," 1,097,868.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total USA Removals," 500,292.4 "," 361,602.6 "," 404,626.0 "," 335,209.6 "," 295,442.9 "," 322,794.2 "," 321,979.1 "," 332,275.3 "," 345,403.6 "," 466,561.7 "," 519,238.7 "," 571,286.2 "," 4,776,712.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Offshore Removals, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Removals From Alberta," 656,793.6 "," 489,459.8 "," 526,883.9 "," 439,204.4 "," 411,622.5 "," 442,935.4 "," 438,169.3 "," 439,502.7 "," 429,695.1 "," 581,359.3 "," 632,029.3 "," 716,966.5 "," 6,204,621.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reporting Adjustment,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,as percent,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL DISPOSITION," 1,001,438.3 "," 771,260.1 "," 813,917.4 "," 687,454.8 "," 615,021.2 "," 650,946.7 "," 658,800.7 "," 696,282.2 "," 696,260.5 "," 892,663.9 "," 961,667.8 "," 1,104,968.1 "," 9,550,681.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Note:  Removals refers to the reported disposition to the first destination outside of Alberta. This may not be the final market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Run Date:  03 April 2020,,,,,,,,,,,,,Year To Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SUPPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Opening Inventory," 772,459.4 "," 595,564.5 "," 419,136.4 "," 357,707.1 "," 467,285.9 "," 519,436.6 "," 589,477.1 "," 647,880.1 "," 739,039.8 "," 685,352.0 "," 666,594.1 "," 623,441.0 "," 772,459.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Plant/Gathering System Process," 131,575.0 "," 116,116.9 "," 127,294.1 "," 125,657.3 "," 114,379.6 "," 91,128.9 "," 119,344.5 "," 130,503.7 "," 130,937.6 "," 131,954.8 "," 124,975.4 "," 124,681.5 "," 1,468,549.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Refinery Process," 16,783.9 "," 15,879.2 "," 21,487.7 "," 19,408.5 "," 18,081.4 "," 18,128.2 "," 16,045.0 "," 18,703.5 "," 19,245.8 "," 20,410.9 "," 17,911.8 "," 16,904.1 "," 218,990.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fractionation Yield," 770,575.2 "," 651,335.8 "," 734,238.3 "," 684,967.6 "," 706,255.1 "," 702,363.5 "," 678,927.3 "," 728,994.5 "," 617,358.3 "," 689,957.0 "," 692,727.2 "," 716,871.6 "," 8,374,571.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Production," 918,934.1 "," 783,331.9 "," 883,020.1 "," 830,033.4 "," 838,716.1 "," 811,620.6 "," 814,316.8 "," 878,201.7 "," 767,541.7 "," 842,322.7 "," 835,614.4 "," 858,457.2 "," 10,062,110.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Intra-Alberta Receipts," 13,041.9 "," 10,250.5 "," 12,549.3 "," 8,784.6 "," 17,412.3 "," 16,529.4 "," 13,126.5 "," 13,927.6 "," 13,559.3 "," 13,418.7 "," 10,991.3 "," 11,099.2 "," 154,690.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flare, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fuel, (9.0), (15.3), -   , -   , -   , (56.6), -   , (9.7), -   , (73.2), -   , (14.7), (178.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imports," 64,590.0 "," 42,283.2 "," 38,035.7 "," 22,135.4 "," 23,336.9 "," 14,032.1 "," 17,559.9 "," 11,942.4 "," 19,034.8 "," 45,903.8 "," 55,845.5 "," 46,376.9 "," 401,076.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Closing Inventory," 595,564.5 "," 419,136.4 "," 357,707.1 "," 467,285.9 "," 519,436.6 "," 589,477.1 "," 647,880.1 "," 739,039.8 "," 685,352.0 "," 666,594.1 "," 623,441.0 "," 425,030.5 "," 425,030.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Adjustments," 2,202.2 "," 6,668.2 "," 41,780.2 "," (11,420.1)"," 4,682.6 "," 23,042.0 "," 3,562.3 "," 2,462.6 "," 5,037.2 "," 7,722.7 "," 9,183.8 "," 10,196.1 "," 105,119.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
